"sample_name","X440","X480","X560","X650","X870","X1600","X2200"
"103_SALHU00000",0.0437536959649227,0.0460911977756694,0.115932143759792,0.0532416057517082,0.495952856082367,0.329617152797015,0.208438275398985
"103_SALHU00001",0.0572774253146655,0.0587110687318539,0.121484990303353,0.0645053361877834,0.46653995538284,0.318603847834224,0.205812387250563
"103_SALHU00002",0.0503144811026678,0.0508163970255321,0.0951270033771357,0.0534480149314199,0.311770144722033,0.21895742432489,0.150556909824469
"103_SPITO00000",0.0542532558116136,0.0570303602974539,0.174163906756795,0.0675936218687895,0.574013113965184,0.452493666713357,0.323264388124687
"103_SPITO00001",0.0431824679649321,0.0437056005748026,0.0893603865230489,0.0478562575970886,0.250006399178955,0.214306684638175,0.166906010221213
"103_SPITO00002",0.0468771207540911,0.0494792977019356,0.121096761679969,0.0658583568521317,0.353852996499514,0.286647120008921,0.213959562896786
"103_VITRI00001",0.0428634207114082,0.0450584527950808,0.107862227827228,0.0478880617957793,0.475383668514204,0.398874279032011,0.294530631160708
"103_VITRI00002",0.039407775792573,0.0415682023856884,0.0999562581538499,0.0425324891978251,0.457414925094264,0.373656705432958,0.274621644055638
"103_VITRI00003",0.0462238321386635,0.0472293034602021,0.11359400224397,0.0526103358817387,0.454676041970667,0.369762626260427,0.271736932596474
